ID,时间,分类,类型,金额,币种,账户1,账户2,备注,已报销,关联账单
qj1692952962652172446,2023/8/25 16:42,三餐,支出,20.5,CNY,微信,,,,
qj1692976646223185969,2023/8/25 23:17,饮料,支出,2,CNY,微信,,,,
qj1692976649341123915,2023/8/25 23:17,交通,支出,5.7,CNY,深圳通,,,,
qj1693023574732186968,2023/8/26 12:19,其它,转账,30,CNY,交通银行借记卡,民生储蓄,,,
qj1693023582696190065,2023/8/26 12:19,三餐,支出,27.9,CNY,民生储蓄,,,,
qj1693058910958103446,2023/8/26 22:08,三餐,支出,10,CNY,微信,,,,
qj1693058912581100407,2023/8/26 22:08,三餐,支出,8,CNY,微信,,,,
qj1693058915762149026,2023/8/26 22:08,饮料,支出,6,CNY,微信,,,,
qj1693058918380175885,2023/8/26 22:08,三餐,支出,18,CNY,微信,,,,
qj1693232144115181929,2023/8/26 22:15,做饭,支出,17.8,CNY,支付宝,,小锅,,
qj1693109968109159796,2023/8/27 12:19,做饭,支出,25.07,CNY,微信,,,,
qj1693112767345110546,2023/8/27 13:06,做饭,支出,2.18,CNY,微信,,,,
qj1693112769896180043,2023/8/27 13:06,做饭,支出,15.9,CNY,微信,,,,
qj1693112773617191610,2023/8/27 13:06,做饭,支出,2.9,CNY,微信,,,,
qj1693181637417167728,2023/8/27 13:06,做饭,支出,11.3,CNY,微信,,,,
qj1693181645423153224,2023/8/27 13:06,饮料,支出,3.8,CNY,微信,,,,
qj1693232117284193622,2023/8/27 22:15,其它,收入,0.11,CNY,支付宝,,,,
qj1693207471874124406,2023/8/28 15:24,饮料,支出,14.34,CNY,微信,,,,
qj1693207474719130810,2023/8/28 15:24,三餐,支出,7,CNY,微信,,,,
qj1693207477648128082,2023/8/28 15:24,交通,支出,5.7,CNY,深圳通,,,,
qj1693207489193146400,2023/8/28 15:24,三餐,支出,16.02,CNY,微信,,,,
qj1693232056974178239,2023/8/28 22:14,交通,支出,5.7,CNY,深圳通,,,,
qj1693232059291142528,2023/8/28 22:14,三餐,支出,3,CNY,微信,,,,
qj1693232065218190563,2023/8/28 22:14,饮料,支出,35.7,CNY,微信,,,,
qj1693232097427198154,2023/8/28 22:14,三餐,支出,9.98,CNY,支付宝,,,,
qj1693232098743136218,2023/8/28 22:14,三餐,支出,9.98,CNY,支付宝,,,,
qj1693232100641144615,2023/8/28 22:15,三餐,支出,1,CNY,支付宝,,,,
qj1693236467587139144,2023/8/28 23:27,其它,转账,50,CNY,微信,深圳通,,,
qj1693306922124133651,2023/8/29 19:01,三餐,支出,5.5,CNY,微信,,,,
qj1693306924830199904,2023/8/29 19:02,三餐,支出,19,CNY,微信,,,,
qj1693306928975126980,2023/8/29 19:02,交通,支出,5.7,CNY,深圳通,,,,
qj1693310668224136507,2023/8/29 20:04,三餐,支出,30.45,CNY,微信,,,,
qj1693317286078120404,2023/8/29 21:54,娱乐,支出,57.5,CNY,交通银行借记卡,,网易云音乐一年会员,,
qj1693317289182155910,2023/8/29 21:54,交通,支出,5.7,CNY,深圳通,,,,
qj1693373546646161835,2023/8/30 13:32,三餐,支出,19.3,CNY,微信,,,,
qj1693373549440105321,2023/8/30 13:32,交通,支出,5.7,CNY,深圳通,,,,
qj1693373553549129522,2023/8/30 13:32,三餐,支出,1.5,CNY,微信,,,,
qj1693373572709106941,2023/8/30 13:32,三餐,支出,6.8,CNY,支付宝,,,,
qj1693393773495129365,2023/8/30 19:09,三餐,支出,3,CNY,微信,,,,
qj1693393776057173035,2023/8/30 19:09,交通,支出,5.7,CNY,深圳通,,,,
qj1693406705575107585,2023/8/30 22:45,做饭,支出,27.9,CNY,微信,,,,
qj1693465055227125814,2023/8/30 22:45,饮料,支出,10,CNY,微信,,,,
qj1693442110840185296,2023/8/31 8:34,交通,支出,122,CNY,信用卡,,回家高铁票,,
qj1693448604882121824,2023/8/31 10:23,三餐,支出,6,CNY,支付宝,,,,
qj1693448608094166556,2023/8/31 10:23,三餐,支出,1.5,CNY,微信,,,,
qj1693448615723191272,2023/8/31 10:23,交通,支出,5.7,CNY,深圳通,,,,
qj1693455849904135954,2023/8/31 12:24,三餐,支出,26.5,CNY,微信,,,,
qj1693470968145146341,2023/8/31 16:36,三餐,支出,9.92,CNY,支付宝,,,,
qj1693493581152116173,2023/8/31 22:53,交通,支出,5.7,CNY,深圳通,,,,
qj1693530108916143114,2023/9/1 9:01,三餐,支出,5.7,CNY,支付宝,,,,
qj1693530113747175027,2023/9/1 9:01,交通,支出,5.7,CNY,深圳通,,,,
qj1693552897081129185,2023/9/1 15:21,三餐,支出,30,CNY,微信,,,,
qj1693552903767190452,2023/9/1 15:21,三餐,支出,1.5,CNY,微信,,,,
qj1693574525693152895,2023/9/1 21:22,三餐,支出,6,CNY,微信,,,,
qj1693574532822121543,2023/9/1 21:22,做饭,支出,69.56,CNY,微信,,,,
qj1693587393258153733,2023/9/1 21:22,交通,支出,5.7,CNY,深圳通,,,,
qj1693644767555144320,2023/9/2 16:52,三餐,支出,22.8,CNY,微信,,,,
qj1693706331680121330,2023/9/3 9:58,交通,支出,1.6,CNY,深圳通,,,,
qj1693706340410124321,2023/9/3 9:59,其它,转账,50,CNY,微信,深圳通,,,
qj1693713800433197535,2023/9/3 12:03,运动,支出,15,CNY,微信,,,,
qj1693713803563163040,2023/9/3 12:03,饮料,支出,12,CNY,微信,,,,
qj1693733124546174205,2023/9/3 17:25,三餐,支出,120.5,CNY,交通银行借记卡,,,,
qj1693735103417155551,2023/9/3 17:58,三餐,支出,22.96,CNY,微信,,,,
qj1693748180264153470,2023/9/3 21:36,交通,支出,0.8,CNY,深圳通,,,,
qj1693810313355190273,2023/9/3 21:36,其它,收入,100,CNY,微信,,阿林给的,,
qj1693810452538185348,2023/9/3 21:36,利息,收入,0.25,CNY,微信,,,,
qj1693800386812122248,2023/9/4 12:05,住房,支出,1368,CNY,交通银行借记卡,,8月水4吨电191度，9月房租，减去500订房押金,,
qj1693810278572149753,2023/9/4 14:51,三餐,支出,3,CNY,微信,,,,
qj1693810281017111849,2023/9/4 14:51,交通,支出,5.7,CNY,深圳通,,,,
qj1693810346084172187,2023/9/4 14:52,三餐,支出,18.95,CNY,微信,,,,
qj1693810748959197364,2023/9/4 14:59,其它,支出,2.03,CNY,微信,,,,
qj1693836090595119604,2023/9/4 22:01,交通,支出,5.7,CNY,深圳通,,,,
qj1693836092272197836,2023/9/4 22:01,三餐,支出,3,CNY,微信,,,,
qj1693839067439122744,2023/9/4 22:51,电器数码,支出,14.7,CNY,微信,,表带,,
qj1693839085507154778,2023/9/4 22:51,电器数码,支出,7.85,CNY,微信,,手表充电器,,
qj1693874722300139926,2023/9/4 22:51,饮料,支出,20,CNY,微信,,,,
qj1693879859735196154,2023/9/5 10:10,三餐,支出,5.5,CNY,微信,,,,
qj1693879864203161856,2023/9/5 10:11,交通,支出,5.7,CNY,深圳通,,,,
qj1693902227995115627,2023/9/5 16:23,三餐,支出,7.9,CNY,支付宝,,,,
qj1693902229337126355,2023/9/5 16:23,三餐,支出,9.92,CNY,支付宝,,,,
qj1693902231497114301,2023/9/5 16:23,饮料,支出,1,CNY,支付宝,,,,
qj1693922629104195791,2023/9/5 22:03,饮料,支出,5,CNY,微信,,,,
qj1693922634084175279,2023/9/5 22:03,交通,支出,5.7,CNY,深圳通,,,,
qj1694010683711154248,2023/9/6 22:31,交通,支出,5.7,CNY,深圳通,,,,
qj1694010685097174108,2023/9/6 22:31,交通,支出,5.7,CNY,深圳通,,,,
qj1694010703206179633,2023/9/6 22:31,三餐,支出,11.43,CNY,微信,,,,
qj1694010753142159212,2023/9/6 22:32,三餐,支出,5.7,CNY,支付宝,,,,
qj1694010808997178756,2023/9/6 22:33,其它,收入,0.2,CNY,支付宝,,,,
qj1694010877093173004,2023/9/6 22:34,三餐,支出,3,CNY,微信,,,,
qj1694010899144128510,2023/9/6 22:34,其它,收入,0.01,CNY,微信,,,,
qj1694048890210120808,2023/9/6 22:35,饮料,支出,20,CNY,微信,,,,
qj1694056893591195297,2023/9/7 11:21,三餐,支出,5.5,CNY,微信,,,,
qj1694056896967102152,2023/9/7 11:21,交通,支出,5.7,CNY,深圳通,,,,
qj1694065773564183570,2023/9/7 13:49,三餐,支出,17.85,CNY,微信,,,,
qj1694077698154156410,2023/9/7 17:08,三餐,支出,9.6,CNY,交通银行借记卡,,,,
qj1694077699275103523,2023/9/7 17:08,三餐,支出,9.92,CNY,交通银行借记卡,,,,
qj1694077718331125888,2023/9/7 17:08,工资,收入,7602.47,CNY,交通银行借记卡,,,,
qj1694097132622161541,2023/9/7 22:32,三餐,支出,8,CNY,微信,,,,
qj1694097135265159185,2023/9/7 22:32,三餐,支出,12,CNY,微信,,,,
qj1694097139317151481,2023/9/7 22:32,交通,支出,5.7,CNY,深圳通,,,,
qj1694138545986193902,2023/9/8 10:02,交通,支出,5.7,CNY,深圳通,,,,
qj1694138591584128553,2023/9/8 10:03,三餐,支出,6,CNY,交通银行借记卡,,,,
qj1694138594785186411,2023/9/8 10:03,三餐,支出,4,CNY,微信,,,,
qj1694138601562163551,2023/9/8 10:03,其它,转账,50,CNY,交通银行借记卡,深圳通,,,
qj1694138718041106687,2023/9/8 10:05,电器数码,支出,66.98,CNY,交通银行借记卡,,风扇,,
qj1694153725867153311,2023/9/8 14:15,三餐,支出,30,CNY,交通银行借记卡,,,,
qj1694173409071188596,2023/9/8 19:43,三餐,支出,9.92,CNY,交通银行借记卡,,,,
qj1694181723508120693,2023/9/8 22:02,做饭,支出,14.9,CNY,微信,,碗柜,,
qj1694181730222184174,2023/9/8 22:02,交通,支出,5.7,CNY,深圳通,,,,
qj1695029432766147989,2023/9/8 22:02,三餐,支出,24,CNY,交通银行借记卡,,,,
qj1694263093547122381,2023/9/9 20:38,三餐,支出,5,CNY,交通银行借记卡,,,,
qj1694263102407190341,2023/9/9 20:38,交通,支出,3.8,CNY,深圳通,,,,
qj1694263103329142737,2023/9/9 20:38,交通,支出,3.8,CNY,深圳通,,,,
qj1694263171852158408,2023/9/9 20:39,其它,转账,5,CNY,交通银行借记卡,微信,,,
qj1694356423664114641,2023/9/9 22:33,三餐,支出,55,CNY,交通银行借记卡,,,,
qj1695029405305113732,2023/9/9 22:33,做饭,支出,27.83,CNY,交通银行借记卡,,,,
qj1694332907781187059,2023/9/10 16:01,理发,支出,34.85,CNY,交通银行借记卡,,,,
qj1694332915119178477,2023/9/10 16:01,三餐,支出,20,CNY,交通银行借记卡,,,,
qj1694356429339100741,2023/9/10 22:33,其它,转账,110,CNY,交通银行借记卡,支付宝,,,
qj1694448114273169179,2023/9/11 0:01,饮料,支出,52.9,CNY,信用卡,,咖啡液,,
qj1694409142736100436,2023/9/11 13:12,三餐,支出,7,CNY,微信,,,,
qj1694409173596153617,2023/9/11 13:12,交通,支出,5.7,CNY,深圳通,,,,
qj1694421034955129312,2023/9/11 16:30,三餐,支出,6.5,CNY,交通银行借记卡,,,,
qj1694435128723108438,2023/9/11 20:25,交通,支出,5.7,CNY,深圳通,,,,
qj1694435132287154681,2023/9/11 20:25,三餐,支出,1.5,CNY,微信,,,,
qj1694435150191161283,2023/9/11 20:25,三餐,支出,15.51,CNY,交通银行借记卡,,,,
qj1694669381850157144,2023/9/11 20:25,其它,转账,60,CNY,信用卡,微信,,,
qj1694480860262193107,2023/9/12 9:07,日用品,支出,21.1,CNY,交通银行借记卡,,拖把,,
qj1694497418649120342,2023/9/12 13:43,三餐,支出,10.7,CNY,交通银行借记卡,,,,
qj1694497422228105880,2023/9/12 13:43,交通,支出,5.7,CNY,深圳通,,,,
qj1694497436033112631,2023/9/12 13:43,三餐,支出,2.5,CNY,交通银行借记卡,,,,
qj1694497437831134170,2023/9/12 13:43,三餐,支出,4.5,CNY,交通银行借记卡,,,,
qj1694507106592122113,2023/9/12 16:25,三餐,支出,10,CNY,交通银行借记卡,,,,
qj1694566982629173367,2023/9/12 16:25,交通,支出,5.7,CNY,深圳通,,,,
qj1694566946700179976,2023/9/13 9:02,三餐,支出,5.5,CNY,交通银行借记卡,,,,
qj1694616674263169773,2023/9/13 22:51,三餐,支出,22,CNY,交通银行借记卡,,,,
qj1694616676691191416,2023/9/13 22:51,交通,支出,5.7,CNY,深圳通,,,,
qj1694616686872144359,2023/9/13 22:51,交通,支出,5.7,CNY,深圳通,,,,
qj1694616692979127668,2023/9/13 22:51,三餐,支出,4.92,CNY,支付宝,,,,
qj1694616757824182156,2023/9/13 22:52,其它,转账,50,CNY,交通银行借记卡,深圳通,,,
qj1695029265353117434,2023/9/13 22:52,三餐,支出,10.05,CNY,交通银行借记卡,,,,
qj1694652447921153122,2023/9/14 8:47,三餐,支出,5.5,CNY,交通银行借记卡,,,,
qj1694669346818192856,2023/9/14 13:29,三餐,支出,29,CNY,微信,,,,
qj1694669424040137051,2023/9/14 13:30,交通,支出,5.7,CNY,深圳通,,,,
qj1694693566588156334,2023/9/14 20:12,三餐,支出,10,CNY,微信,,,,
qj1694693575589127191,2023/9/14 20:12,饮料,支出,5,CNY,微信,,,,
qj1694701436728179607,2023/9/14 22:23,交通,支出,5.7,CNY,深圳通,,,,
qj1694745277873101605,2023/9/15 10:34,三餐,支出,5.5,CNY,微信,,,,
qj1694745284308182428,2023/9/15 10:34,交通,支出,5.7,CNY,深圳通,,,,
qj1694759190096162062,2023/9/15 14:26,话费网费,支出,12.19,CNY,支付宝,,VPN,,
qj1694771961251181275,2023/9/15 17:59,三餐,支出,20.5,CNY,交通银行借记卡,,,,
qj1695029034997194525,2023/9/15 17:59,三餐,支出,24,CNY,交通银行借记卡,,,,
qj1695029528153140608,2023/9/15 17:59,交通,支出,5.7,CNY,深圳通,,,,
qj1694844992060110793,2023/9/16 14:16,日用品,支出,48.55,CNY,交通银行借记卡,,40包纸巾,,
qj1694845790295152172,2023/9/16 14:29,娱乐,支出,29.4,CNY,支付宝,,奥本海默,,
qj1694845801002136933,2023/9/16 14:30,其它,转账,29.4,CNY,支付宝,微信,,,
qj1694845891794110995,2023/9/16 14:31,三餐,支出,65.4,CNY,交通银行借记卡,,,,
qj1694845912944132879,2023/9/16 14:31,其它,转账,64.6,CNY,交通银行借记卡,微信,,,
qj1694845925604119480,2023/9/16 14:32,饮料,支出,39,CNY,交通银行借记卡,,,,
qj1694865387813100091,2023/9/16 19:56,交通,支出,2.85,CNY,深圳通,,,,
qj1694865398020151616,2023/9/16 19:56,三餐,支出,20.72,CNY,支付宝,,,,
qj1694869721856169174,2023/9/16 21:08,三餐,支出,9.9,CNY,微信,,,,
qj1694869736034184986,2023/9/16 21:08,日用品,支出,8.8,CNY,支付宝,,,,
qj1694916670836184297,2023/9/17 10:11,话费网费,支出,30,CNY,微信,,话费,,
qj1694916682150167860,2023/9/17 10:11,做饭,支出,27.05,CNY,微信,,,,
qj1694948759926130707,2023/9/17 19:05,饮料,支出,5,CNY,微信,,,,
qj1694957107477184070,2023/9/17 21:25,零食,支出,136.6,CNY,交通银行借记卡,,,,
qj1695028996145190150,2023/9/17 21:25,交通,支出,122,CNY,交通银行借记卡,,国庆回深圳高铁票,,
qj1694998056418101268,2023/9/18 8:47,三餐,支出,5.5,CNY,微信,,,,
qj1695003165957191871,2023/9/18 10:12,其它,支出,80,CNY,交通银行借记卡,,,,
qj1695029113014192605,2023/9/18 17:25,三餐,支出,27.8,CNY,微信,,,,
qj1695029483847120789,2023/9/18 17:31,交通,支出,5.7,CNY,深圳通,,,,
qj1695039713809148072,2023/9/18 20:21,三餐,支出,22,CNY,交通银行借记卡,,,,
qj1695039723524122213,2023/9/18 20:22,日用品,支出,10.8,CNY,交通银行借记卡,,牙膏,,
qj1695039730194154051,2023/9/18 20:22,水果,支出,4.7,CNY,交通银行借记卡,,,,
qj1695086739920130609,2023/9/18 20:22,交通,支出,5.7,CNY,深圳通,,,,
qj1695086728456161674,2023/9/19 9:25,交通,支出,5.7,CNY,深圳通,,,,
qj1695101427640118626,2023/9/19 13:30,三餐,支出,22.9,CNY,交通银行借记卡,,,,
qj1695101433767147635,2023/9/19 13:30,三餐,支出,8.5,CNY,交通银行借记卡,,,,
qj1695101439241166603,2023/9/19 13:30,其它,转账,2,CNY,交通银行借记卡,微信,,,
qj1695102819533169466,2023/9/19 13:53,饮料,支出,29.5,CNY,交通银行借记卡,,牛奶,,
qj1695132472561189337,2023/9/19 22:07,其它,收入,50,CNY,微信,,3张游泳票出手,,
qj1695132476403178129,2023/9/19 22:07,交通,支出,5.7,CNY,深圳通,,,,
qj1695717117610175974,2023/9/19 22:07,衣服鞋,支出,39,CNY,交通银行借记卡,,,,
qj1695717127296101592,2023/9/19 22:07,其它,转账,50,CNY,交通银行借记卡,支付宝,,,
qj1695170481004198736,2023/9/20 8:41,三餐,支出,5.5,CNY,微信,,,,
qj1695172801261153644,2023/9/20 9:20,交通,支出,5.7,CNY,深圳通,,,,
qj1695172807022134798,2023/9/20 9:20,其它,转账,50,CNY,交通银行借记卡,深圳通,,,
qj1695216585268170790,2023/9/20 21:29,交通,支出,5.7,CNY,深圳通,,,,
qj1695216597938113302,2023/9/20 21:29,三餐,支出,21.9,CNY,微信,,,,
qj1695217839024138005,2023/9/20 21:50,三餐,支出,22,CNY,微信,,,,
qj1697371260021173794,2023/9/20 21:50,利息,收入,1.53,CNY,社保卡,,,,
qj1695274172501153137,2023/9/21 13:29,三餐,支出,26.2,CNY,交通银行借记卡,,,,
qj1695274178313186658,2023/9/21 13:29,交通,支出,5.7,CNY,深圳通,,,,
qj1695274184162140460,2023/9/21 13:29,三餐,支出,5.5,CNY,交通银行借记卡,,,,
qj1695282829382182422,2023/9/21 15:53,做饭,支出,66.98,CNY,交通银行借记卡,,,,
qj1695285624575138271,2023/9/21 16:40,三餐,支出,5,CNY,支付宝,,,,
qj1695285633692197371,2023/9/21 16:40,三餐,支出,14.84,CNY,交通银行借记卡,,,,
qj1695305582274121624,2023/9/21 22:13,交通,支出,5.7,CNY,深圳通,,,,
qj1695717200055104304,2023/9/21 22:13,利息,收入,4,CNY,交通银行借记卡,,,,
qj1695717335274139058,2023/9/21 22:13,利息,收入,0.01,CNY,支付宝,,,,
qj1697371328546167896,2023/9/21 22:13,利息,收入,0.02,CNY,民生储蓄,,,,
qj1695349171803135209,2023/9/22 10:19,三餐,支出,5.5,CNY,交通银行借记卡,,,,
qj1695349174146180429,2023/9/22 10:19,交通,支出,5.7,CNY,深圳通,,,,
qj1695392149734105424,2023/9/22 22:15,三餐,支出,23,CNY,交通银行借记卡,,,,
qj1695392152707174631,2023/9/22 22:15,交通,支出,5.7,CNY,深圳通,,,,
qj1695439459346177232,2023/9/23 11:24,交通,支出,2.85,CNY,深圳通,,,,
qj1695439460745171392,2023/9/23 11:24,交通,支出,2.85,CNY,深圳通,,,,
qj1695439586944107881,2023/9/23 11:26,三餐,支出,10,CNY,交通银行借记卡,,,,
qj1695472964151161318,2023/9/23 20:42,饮料,支出,10,CNY,交通银行借记卡,,,,
qj1695538828282121299,2023/9/24 15:00,饮料,支出,5,CNY,交通银行借记卡,,,,
qj1695538850872101358,2023/9/24 15:00,三餐,支出,20.66,CNY,交通银行借记卡,,,,
qj1695556293995141051,2023/9/24 19:51,饮料,支出,4,CNY,微信,,,,
qj1695570576041159076,2023/9/24 23:49,其它,还款,234.9,CNY,交通银行借记卡,信用卡,,,
qj1695602228632171204,2023/9/25 8:37,三餐,支出,6.5,CNY,交通银行借记卡,,,,
qj1695609664056179730,2023/9/25 10:41,三餐,支出,19.3,CNY,交通银行借记卡,,,,
qj1695609666751195827,2023/9/25 10:41,交通,支出,5.7,CNY,深圳通,,,,
qj1695628748535123942,2023/9/25 15:59,话费网费,支出,49.74,CNY,交通银行借记卡,,,,
qj1695650625434173495,2023/9/25 22:03,饮料,支出,5,CNY,交通银行借记卡,,,,
qj1695650627142141916,2023/9/25 22:03,三餐,支出,12,CNY,交通银行借记卡,,,,
qj1695650629736118099,2023/9/25 22:03,交通,支出,5.7,CNY,深圳通,,,,
qj1695650636298139126,2023/9/25 22:03,其它,转账,50,CNY,交通银行借记卡,深圳通,,,
qj1695696956645130043,2023/9/26 10:55,三餐,支出,19.9,CNY,交通银行借记卡,,,,
qj1695696958861180140,2023/9/26 10:55,三餐,支出,4.5,CNY,交通银行借记卡,,,,
qj1695696963873165264,2023/9/26 10:56,交通,支出,5.7,CNY,深圳通,,,,
qj1695705941877132684,2023/9/26 13:25,饮料,支出,6,CNY,交通银行借记卡,,,,
qj1695717297682145896,2023/9/26 16:34,三餐,支出,9.96,CNY,支付宝,,,,
qj1697370736307110963,2023/9/26 19:52,饮料,支出,5,CNY,交通银行借记卡,,,,
qj1695735873071150160,2023/9/26 21:44,饮料,支出,13.7,CNY,交通银行借记卡,,,,
qj1695735877308121093,2023/9/26 21:44,三餐,支出,10,CNY,交通银行借记卡,,,,
qj1695779845229169266,2023/9/26 21:44,交通,支出,5.7,CNY,深圳通,,,,
qj1697370734687192311,2023/9/26 21:44,三餐,支出,13,CNY,交通银行借记卡,,,,
qj1695779848961112104,2023/9/27 21:44,交通,支出,5.7,CNY,深圳通,,,,
qj1695779850970158794,2023/9/27 21:44,三餐,支出,2.5,CNY,交通银行借记卡,,,,
qj1695797621391113383,2023/9/27 21:44,衣服鞋,支出,39,CNY,交通银行借记卡,,,,
qj1695797648547186354,2023/9/27 21:44,三餐,支出,23.18,CNY,支付宝,,,,
qj1695817129305125503,2023/9/27 21:44,交通,支出,3.5,CNY,交通银行借记卡,,,,
qj1695818311497181967,2023/9/27 21:44,交通,支出,2.85,CNY,深圳通,,,,
qj1695824580173172650,2023/9/27 22:23,交通,支出,5.7,CNY,深圳通,,,,
qj1695824583130172384,2023/9/27 22:23,三餐,支出,17,CNY,交通银行借记卡,,,,
qj1695869681717188101,2023/9/28 10:54,三餐,支出,24.1,CNY,交通银行借记卡,,,,
qj1695869683754134608,2023/9/28 10:54,三餐,支出,2.5,CNY,交通银行借记卡,,,,
qj1695869689301102389,2023/9/28 10:54,交通,支出,5.7,CNY,深圳通,,,,
qj1695906491331179313,2023/9/28 21:08,三餐,支出,9.96,CNY,交通银行借记卡,,,,
qj1695906494829131291,2023/9/28 21:08,三餐,支出,5.92,CNY,交通银行借记卡,,,,
qj1695906499327101306,2023/9/28 21:08,交通,支出,5.7,CNY,深圳通,,,,
qj1696045508697115473,2023/9/30 11:45,三餐,支出,14,CNY,交通银行借记卡,,,,
qj1696172304593170894,2023/10/1 22:58,其它,转账,420,CNY,交通银行借记卡,微信,,,
qj1696172317249143681,2023/10/1 22:58,交通,支出,313,CNY,微信,,加油，95,,
qj1696240140030157151,2023/10/2 17:48,饮料,支出,9,CNY,微信,,,,
qj1696522685554176077,2023/10/5 0:17,住房,支出,1837,CNY,交通银行借记卡,,10月房租，9月水电,,
qj1696576283060101168,2023/10/6 15:11,其它,转账,500,CNY,交通银行借记卡,微信,,,
qj1696605509049185172,2023/10/6 23:18,交通,支出,6.65,CNY,深圳通,,,,
qj1697370596827113228,2023/10/6 23:18,三餐,支出,31.19,CNY,交通银行借记卡,,,,
qj1696659192875122221,2023/10/7 14:13,交通,支出,5.7,CNY,深圳通,,,,
qj1696659202677140378,2023/10/7 14:13,其它,转账,50,CNY,微信,深圳通,,,
qj1696659223013124340,2023/10/7 14:13,三餐,支出,23.7,CNY,微信,,,,
qj1696659227076109949,2023/10/7 14:13,三餐,支出,0.9,CNY,支付宝,,,,
qj1696659232150129166,2023/10/7 14:13,饮料,支出,15,CNY,微信,,,,
qj1696679305353193204,2023/10/7 19:48,三餐,支出,41.08,CNY,交通银行借记卡,,,,
qj1696679309924193981,2023/10/7 19:48,交通,支出,5.7,CNY,深圳通,,,,
qj1696830530491174100,2023/10/7 19:48,三餐,支出,1.5,CNY,微信,,,,
qj1696831280888125139,2023/10/7 19:48,三餐,支出,6,CNY,支付宝,,,,
